,id,clean_tweet,label
31505,31506,greet u world! #discrimin,1
13639,13640,white girl sex black guy sexest woman nude,1
18245,18246,wow #blackpeopl #harlem worri bout #whitepeopl #latino move revers would call,1
20776,20777,4 whore ring fire ? #misogyni,1
30290,30291,listen woman go church kill thousands. #fascist #brexit #liar #murder,1
11693,11694,"#supermariorun ? pleas stop ""offend culture"" madness! #firstworldproblem",1
18918,18919,reject news #amwrit #southafrica #polit #libearian,1
6064,6065,"man, see wear manchest unit hoodie: fan? me: yes! man: sure? even know one player?a|",1
5019,5020,bout spend new year' eve play game lol,1
5784,5785,#black &amp; feel like stomp a| you? listen #retweet #tampa #miamia|,1
3138,3139,might libtard if... #libtard #sjw #liber #polit,1
27666,27667,"haha wow. use n-word &amp; equival arab ""abd"" mean slave:",1
10477,10478,"say #nazi' said #hatred, &amp; #bigotri found extremist faiths,a|",1
24176,24177,send #trump inauguration~ join today!!,1
23955,23956,moron lead u path much potenti damag destroy world. a|,1
10462,10463,#hispan &amp; feel a| stomp you? listen #retweet #boricua #miamia|,1
1274,1275,profit thing im #america,1
16666,16667,cutsi logic wrong. know construct build bridg walls! give trump chance! hate fora|,1
25273,25274,pleas reconsider. stand glitter new york. jan. 20 #misogyni #rape #adulteri #incest #hate,1
4525,4526,#crybulli #snowflak wanna talk &amp;/or #diversity? read brief honesti editor,1
9344,9345,go fuck richie. like go anywhere! d$?,1
22408,22409,"u expect,#trump' father .that' denounc kkk racism.#facinghisa|",1
1002,1003,latest volatil daily! thank #space,1
10053,10054,classy!,1
21283,21284,guy lunatic. angry....ignorant....and viciou man!,1
20060,20061,#flashbackfriday racist democrat fals accus latina nomine &amp; raid busi embarrass gop prez whoa|,1
12967,12968,come #powerhungrytraitors. #hereticfoundation!,1
17782,17783,#marijuana prohibit sta #detroit #mi #atlanta #tennesse #alabama #georgia #florida #utah,1
1244,1245,america owe #black #africanamerican #repar,1
25298,25299,rapist got advic woman do? #rapecultur,1
12046,12047,that . r u racist?,1
21769,21770,ever notic much scum #trump hire ?,1
25515,25516,#carlpalidino vomit monster truckload shit #usa #firstfamili jail #hatecrim ? pig,1
19326,19327,kind expect #trump amrica,1
21385,21386,man come last race declar winner? #putinschoic #putinspuppet #retweeta|,1
3882,3883,say love even #mexican #lmao,1
1207,1208,latest maryland daily! thank #chrismukkah,1
12745,12746,nothing. would . #taharrush #taharrushgamea #rapeuge,1
4512,4513,video men womenmalayalam girl dread porn video,1
26203,26204,"#respect concept thrown window #skinheads, #white supremacist &amp; #kkk heededa|",1
16931,16932,"one 64.2 mil #american reject , #bigotri &amp; #hatr fli flag half mast jan.a|",1
30537,30538,may correct. can't pay attent #communist .,1
25335,25336,work worst congress histori #republican,1
28864,28865,relation? yeah... that' right... see,1
8075,8076,#libtard #regressive=. can't effo logic point w/out #insult #slur especi #refuted. that' wha|,1
6993,6994,carolin #race-bait --&gt; &lt;-- hate #trump' wife,1
21241,21242,"#antiwhit new black panther recent #milwauke chant ""free u die cracker"" &amp; ""f*ck pigs""a|",1
8857,8858,#black &amp; feel like a| stomp you? listen #retweet #tampa #miamia|,1
3017,3018,#nyca #assault A #womenonli #forher #2017 #newyear #resolut #womenissuesa - self defens woman cours,1
27045,27046,#2016highlight #samwu fight variou municip naboomspruit area,1
26976,26977,"hard think still much preval mani societies. white, rest assur disca|",1
27947,27948,"#allahsoil stone human different, graviti therea difference. a|a|",1
16264,16265,#peopl protest #trump #republican won-they trump fuher &amp;a|,1
4129,4130,latest african american turmoil! thank #blm,1
13343,13344,a&amp; #paid #kkk #fabric #stori push produc #narr #cancel,1
11751,11752,ironi inher experi live &amp; work #qatar. #discrimin,1
2126,2127,"show tits, idiot!",1
2657,2658,"help person comment ""i like obama, line!"" like duh mf, knew vote",1
20323,20324,fuck #homophob #misogynist #xenophob #whitesupremacist may fool major,1
26697,26698,noth humor jibe u #arrog trump offici paladino fire crude obama remark -,1
27516,27517,hate ? #putinspuppet love attention. january...,1
19093,19094,#verizon what? men' moto 360 sale women' d$? #poweothewomen,1
19558,19559,expos me. it.. mean noth me. expos racist say am. waiting.,1
25290,25291,racism stuf skinni jean hipster comb-ov bad racism shroud white hood #altright = #a|,1
3417,3418,might libtard if... #libtard #sjw #liber #polit,1
30249,30250,"btw, #gandhi . #india, ador (without follow him).",1
17608,17609,"who' ugly""lady""?",1
7109,7110,i'm #truth #realiti,1
14286,14287,ask realli want follow i'm done.,1
27054,27055,scientist ! child le 18 month old...,1
16924,16925,"seem like ""#canadianvalues"" ignor reality, divid &amp; weakening, #hate &amp; . #scienc #cdnpolia|",1
11426,11427,#allahsoil one deni civil right religion. #emirati #2016ia|,1
27715,27716,latest eco news day! thank #indigen,1
8352,8353,#resign #bigot ! #sandyhook tear,1
18885,18886,imposs hate someon skin color social statu gender believ #god,1
7003,7004,ever met would drop po right stood! noth #crapsac,1
5830,5831,#hispan .. feel like stomp you? listen #retweet #boricuaa|,1
1586,1587,"talk make racism worst, logic talk talk racism make worst, make worst.",1
8530,8531,directli applic trump.,1
29092,29093,intoler post-brexit britain: histori show better | hugh muir #hatecrim #uk #societi,1
26319,26320,"""his"" dad ? assum gender ?",1
5424,5425,paul beloy: still issu vari level belgian footbal #adamitv via,1
4594,4595,#whitenationalist leader reveal 5 horrifi hope america,1
23119,23120,#shuckinandjivin #democraticpay want vote!,1
20412,20413,pleas repo him!,1
8416,8417,"#economicsanct #russia, #cuba #china, none #whiteprivileg #whitesupremaci #2017 #roughwat",1
12515,12516,islam racism,1
6402,6403,atk porn pic represent woman men' alcohol ad,1
29102,29103,#busi | villi wang | #tedinstitut,1
19197,19198,"course, person would open educ self system /how .",1
2155,2156,might libtard if... #libtard #sjw #liber #polit,1
17857,17858,thought factory: left-right polarisation! #trump #uselections2016 #leadership #polit #brexit #blm +12,1
13779,13780,"leav 'gweh' a! 2017, longer debat #wypipo #slaveri ora|",1
29189,29190,"ssn,address,hom network info bill info still speak husband. #failur",1
7839,7840,#ladi like... lol wtf this? let get white house. shame.,1
5850,5851,team #new #mc &amp; show #phillysuppophilli &amp; combat,1
20361,20362,:@ 2nite #church servic look back ur bibl 4map biblic event took place. jesu &amp; discipl r ppl color. d+-,1
13286,13287,thought factory: left-right polarisation! #trump #uselections2016 #leadership #polit #brexit #blm &gt;10,1
14565,14566,team #new #mc &amp; show #phillysuppophilli &amp; combat,1
31829,31830,hammock attempt #whitegenocid #li #tinfoilhat #fakenew #altrightcard,1
4877,4878,"one 64.2 mil #american reject , #bigotri &amp; #hatr fli flag half mast jan.a|",1
26531,26532,4 #whitepeople? 2 cou. medium coverage. wp victim fear lives. mayb probation. #blackperson. who???,1
8399,8400,#allahsoil muslim arenat one displac uncl sam a| a| #2016in4wordsa|,1
19832,19833,racist truth canadian immigr #cdnpoli #lpc #canpoli #canada,1
25496,25497,racist troll ale great state kentucky! listen last thur crab #comedi #polit #elect,1
11791,11792,smoke old year new year time! marijuana unleash ibooks.,1
10735,10736,trumpa ny campaign chair say sit presid unit state first laa|,1
6741,6742,#2017 scatter #joy!ac/ may bless&amp;keep shine upon graciou look kindli toward one another. let u #love aa|,1
16733,16734,#texa man kill #latina stepmom celebr #cowboy win #newswith,1
1741,1742,#hillaryclinton call #homophob #misogynist realli mean jealou wha|,1
7063,7064,mexican language? dude obviou back trump. said love uneducated. #bigot #trumpworld,1
2695,2696,"#dystopian tale , #radicalis &amp; #reveng #preorder #99c/99pa|",1
621,622,might libtard if... #libtard #sjw #liber #polit,1
19557,19558,girl world natt chanapa nu sex fuck,1
26704,26705,might libtard if... #libtard #sjw #liber #polit,1
8639,8640,univers wisconsin-madison cancel racial bias 'problem whiteness' cours,1
12470,12471,"beyond #fabul #smug, #elitist get #annihil #voter id myth #video #trump #maga",1
22093,22094,abota kitazatoshibasaburo found tetanusimmun colleagu kitazato didnot nobelpr colleagu white,1
18109,18110,#feminismiscanc #feminismisterror #feminismmuktbharat #malevot ignor,1
19857,19858,stupid mf' discredit white privilege; dummies! texa law allow choke kids! #msnbc,1
16638,16639,remark racist even utter wife. #carlpaladino involv anyth #educ,1
15572,15573,"#jeffsess , #bigot #notfit job.",1
5079,5080,#conserv white boy (yea call #punk boy like did/do us) like etc annoy me!,1
68,69,d(c)the white establish can't blk folx run around love promot great,1
17618,17619,new video! super mario run sexist! #christma #ivankatrump #manspreadinga|,1
515,516,#allahsoil familiar becom difficult stereotype. . a| a|a|,1
3491,3492,prison offic goad #muslim inmat need restrain pa game,1
9768,9769,realli gotten credit one. #maga #trump #quot #quot #potu #new #mediaa|,1
9627,9628,"""nigger?"" #lifelesson white kid grew 60's. #blogpost #whitepeopl #respecta|",1
29970,29971,kind expect #trump amrica,1
3339,3340,launch #politicalmillenni january! stay tune dates!#letstalkabout #climatechang #educationa|,1
17280,17281,#hispan &amp; a| like stomp you? listen #retweet #boricua #miamia|,1
25518,25519,racism could fuel power need light everyon christma light uk. #leejasp a|,1
19165,19166,joke! i'm tire #celebr act like i'm #threaten leaving. also they'r move #mexico.,1
30233,30234,#jeffsess #attorneygener #alabama #trump sta #racewar let him? #chao #fear #weaponri,1
4708,4709,#lgbti #poc need speak that' rife within #lgbti community! unacceptablea|,1
735,736,stand racism hate americad curs congress hater deplor #hatea|,1
28393,28394,name woman best nude blond teenag,1
26208,26209,"#blackface, prostitutes, #hatespeech: brief histori #mummersparad behav badly' #xenophobia",1
18600,18601,"racism resourc development, polit stori inuit watch 2016",1
21256,21257,pull chain?? #stoptalk sob! #auspol,1
29950,29951,anti racist white murder black south africa #whitegenocid #southafrica,1
7826,7827,"happi A"" #lgbtfamily,but get incess thin veil gay minorities?",1
8438,8439,".@user delet account, shallow , go away.",1
8875,8876,christma eve? christma adam?,1
3169,3170,work idea creat substant argument make point rather call names.a|,1
22474,22475,racial profil cologne. disgusting...,1
30951,30952,sure sunderland alone. incid #sunderland doubl brexit vote,1
14920,14921,noth would danger give #putinschoic impress accept #stoprac #boycott?a|,1
14459,14460,might libtard if... #libtard #sjw #liber #polit,1
31484,31485,sea shepherd suppoer racist! #antirac #seashepherd,1
4698,4699,"good job reduc talent perform physic ""assets,"" #misogynist douchewaffle.",1
11303,11304,say presid elect call american enemi #hate #ignor,1
425,426,nazi studi american race law inspir #ushistori #eugen,1
21194,21195,"#sikh #templ vandalis #calgary, #wso condemn act",1
28924,28925,#u ambassador say #zionism form #israelisettl #illegalisraelisettl #terror,1
17336,17337,sea shepherd suppoer racist! #antirac #seashepherd,1
763,764,danger white liber oveurn (appli liber men femin too),1
3775,3776,buffalo parent ralli remov trump alli carl paladino school board remarksa|,1
25763,25764,legaci crony. vote pass call resign get boot!,1
25144,25145,#allahsoil bernank bail wall street dump $600 billion largest banks.,1
18205,18206,#australia japanes whale a| #a+-+-ae!a$?a #aecdege3ca#aedege2a #c$? 3/4 aedega a#c|a3pa?aa>> #opkillingbaya#thecov #boycottaustralia,1
11308,11309,might libtard if... #libtard #sjw #liber #polit,1
19612,19613,mean guy #teammichaelpalag #teamcanc,1
13,14,#cnn call #michigan middl school 'build wall' chant '' #tcot,1
23322,23323,"last retro #christmasadv year, whilst love good bit #tupperwear wanta|",1
22010,22011,would best thing done yet,1
25156,25157,12/31.3 pre t? emperor san cloth #neveool stop #hate #misogynya|,1
5699,5700,thought factory: bbc neutral right wing fascism #polit #media #blm #brexit #trump #leadership &gt;4,1
6332,6333,"pleas forget use word ! ""binds"" men. never ignor excus thata|",1
25476,25477,#bama total #hypocrit #cheer like #hell remain #silent #confederateflag &amp; stanc ona|,1
12986,12987,"thank sara unforgett respons appal comment heabroken ""doctor""a|",1
17150,17151,trump trump love #trump #donaldduck #sweetpotato #bigotri mustfal #rachelmaddow #rhashtag #epitomeofsorrow #defineepitom,1
24352,24353,stop tri find even happening! #airingofthegriev,1
3936,3937,latest scienc u use daily! thank,1
15158,15159,everyon blame black/brown commun crack; who' blame here? #doublestandard #drugsa|,1
8073,8074,"serious lede. come on, better.",1
14270,14271,explain actions. netanyahu claim discrimin u others.,1
21670,21671,get low key play trump' foolish request chang judg got wall wall coverage?,1
8598,8599,chief- gang #hillaryclinton #obama #soro #caoon,1
19334,19335,"#sikh #templ vandalis #calgary, #wso condemn act",1
15463,15464,someon say #antisemet ? gee (((@user bit trigger eh?,1
2829,2830,holiday better ever marijuana unleash ibooks.,1
18460,18461,bo fire due alleg . told hate everyone. honestli much commit #equal want be?,1
25435,25436,"pleas repo guy, openli racist reprehens #whitesupremacist #repo #trump #depla|",1
321,322,"""the die light"" villag green/towna2 #antisemit #hocoschool #columbiamd #hocomd",1
25077,25078,"world. man took dive like that, peopl would say fixed. b/c #rondarousey woman expected.",1
16151,16152,good place sta learn abt one person &amp; #bigot #mtvwhiteguy,1
20092,20093,"#pueorico, #environment injustic inflam protest #coal ash: tya|",1
1382,1383,#liber self-loath mean rest u are. weapon yella|,1
28727,28728,#trump guilti treason ! #theresist must #resist #hate nake raygun treason,1
8897,8898,#trump guilti treason ! #theresist must #resist #hate nake raygun treason,1
5067,5068,#truth #malevot,1
5500,5501,#allahsoil lehman brother went belly-up septemb 2008 a| #2016in4word #islama|,1
3123,3124,"check flyer #trump! yay titties! question: bring pussi grab, pussi bea|",1
12343,12344,thought factory: left-right polarisation! #trump #uselections2016 #leadership #polit #brexit #blm +5,1
4374,4375,definit subtl count. use english dictionari definition. otherwis risk slander.,1
13990,13991,#feminismiscanc #feminismisterror #feminismmuktbharat #malevot ignor,1
5047,5048,work trump good thing,1
23653,23654,joke matter! offic fire joke target practic #black neighborhood via,1
18282,18283,might libtard if... #libtard #sjw #liber #polit,1
649,650,"""nigger?"" #lifelesson white kid grew 60's. #blogpost #whitepeopl #respecta|",1
6756,6757,#deaf community: look #rethinkdiscipline. #ableism #audism #stpp #massincarcer #deafinprison #decriminaliza|,1
13085,13086,might libtard if... #libtard #sjw #liber #polit,1
24347,24348,"bluntli tweet, #cologn #polic announc racial profil main station. wow!",1
7043,7044,"#jcpenni #rant so, one, one, line said anything... silenc complic racism. speak pea|",1
9755,9756,beara rapaci hunger oil also seal doom. a| #allahsoil #teambtsa|,1
25782,25783,"stop , , #homophob etc labeling. suppo #trump none above. #60minut #wtfa|",1
18858,18859,thought 72 assistants. #gladshesgon #nohop,1
5642,5643,can't wait see u &amp; admin hang #treason #trump #makeamericagreatagain a|,1
29887,29888,michel obama crack pipe,1
1802,1803,homegrown righti white american 100 time like harm refugee. #fear,1
9877,9878,allow &amp; #bigot #race-bait #slaveown work station. acceptable? #fire,1
31501,31502,"also, can't love usa hea suppo trump. hate half thea|",1
27225,27226,"mma fans: loss matter, great! mma fan rhonda rousey: lost twice, trash. #doublestandard",1
15335,15336,anyon right 2 question foreign parentage. mccain question accus democrats.,1
1346,1347,#newyear! new #prez. new #destruction. new #commercials. new !new order! new tweets. new #poopin. new kid ta|,1
27541,27542,#hispan &amp; feel like stomp a| you? listen #retweet #boricuaa|,1
31594,31595,might libtard if... #libtard #sjw #liber #polit,1
18855,18856,"pa 2 trump tweets: "" coulda want 2"" use putin project anger cuz hate him!",1
11621,11622,alt-right promot new kind genetics? mt,1
25560,25561,ouch woow! #sexi,1
16257,16258,fuck donald trump! never president! #opkkk #optrump #illegitim #oligarch #plutocrat #shill,1
29630,29631,"racial differ r biolog reality, rottweil vs. chihuahuas. iq&gt;95 understand.",1
22826,22827,"were? mayb are-but dare demon innoc infant born white skin,",1
30350,30351,woman cou racism charg,1
9708,9709,"trump, brexit base misconcept race nationality, say renown philosoph | cbc radio",1
18505,18506,true wife sex stori chick get fuck,1
24765,24766,i'v problem #univers teach . wrong teach #white !,1
2750,2751,happen far often,1
7722,7723,yoya market deme nm sell beer i'm white said close hispan walk n sold,1
26946,26947,racism front center trumpworld. kkk folk open. #kkk #trumpworld a|,1
14444,14445,"research: play greatest role #2016election,",1
4140,4141,word factory: race denial prevent healing! #southafrica #leadership #transform #inequ ~9,1
28530,28531,kind tweet want compani rep send out?,1
9179,9180,"#sikh #templ vandalis #calgary, #wso condemn act",1
16560,16561,#hispan &amp; feel like stomp a| you? listen #retweet #boricuaa|,1
13569,13570,"#sikh #templ vandalis #calgary, #wso condemn act",1
11884,11885,noth would danger give #putinschoic impress accept #stoprac #boycott?a|,1
5851,5852,"but! i'm also correct enemi are, alli with; rid , join togeth common",1
1241,1242,"although, , #bigot #misogynist, hope still qualify. #keepyoureyesontheprize-mlk",1
14049,14050,#spoti perhap #murrayhat would happier #murray bit like #gazza? hero #drunk #wifebeatera|,1
18137,18138,what' differ jew pizza? pizza scream oven. joke #jewishjokea|,1
5200,5201,"ik right racist make meme &amp;they swear proof, happen #fakenew #fakenewsmedia a|",1
19179,19180,see driver &amp; we'r talk african speak english fluentli #moron got thoua|,1
21592,21593,this' insan act #koreans. trampl nation flag nation. clearli . #rapecultur,1
13306,13307,#allahsoil beara rapaci hunger oil also seal doom. a| #teambtsa|,1
17317,17318,insults. get tl jew hate piec shit,1
1768,1769,"#japan abe govern mere puppet ultra rightist group ""aey=ae!a 1/4 edeg(japan conference)"" #fascism #guardian #nytim #bbc #afp #rsf",1
25528,25529,top stori featur #christma,1
6169,6170,look repug gop pay #bigot,1
3633,3634,comment reflect total ignor absolut,1
26240,26241,"liz treacy, condon ex-councillor mark hackett' #islamophobia",1
9976,9977,might libtard if... #libtard #sjw #liber #polit,1
25053,25054,"imagin that, final asham enough past tri hide it. #misogynist #homophob",1
14107,14108,disgust watch defend career &amp; intellig inform futur gen laughable? ..,1
13476,13477,white girl sex black guy nude newzeeland porn,1
8091,8092,story: #race play role life -,1
9103,9104,fuck this? #presidentpussygrabb #notmypresid #tinyhand #putinpuppet,1
13788,13789,"so, saying, black = criminals? #blm #teamd",1
13681,13682,"there, dalthough i'm told andrew jackson #cantanker also",1
1317,1318,"this. #treasonoustrump, unsatisfi #whiteisi #terrorism, move nuclear terror newa|",1
912,913,non stop elect blame #cspan hide 8 year 2016 pittsburgh california,1
14813,14814,#allahsoil american taxpay also lost home million a| a| #2016in4wordsa|,1
5966,5967,#nazi #swastika #ebay! #trump #donaldtrump #republic#whitepow,1
14325,14326,"i'm constantli let lack fat male role models, especi emojis.",1
5977,5978,"please, stop.",1
29768,29769,major kind peopl arenat talk enough via #environment #justic,1
31926,31927,follow gentleman kick airlin simpli speak arab,1
1783,1784,hitler comparisons?,1
30902,30903,wait somebodi call . see anybodi it.,1
22557,22558,"#sikh #templ vandalis #calgary, #wso condemn act",1
27489,27490,isra regim root racism #gaza #palestin #israel #bd,1
5164,5165,greek girl ana sex black girl porn,1
16818,16819,"gonna steal shit, least common couesi steal right.",1
22578,22579,eah pastor #mmusimaimane? perhap prayer &amp; medit respond spin thisa|,1
28186,28187,#whitesupremacist like could merg imag like without understand racist impact effect.,1
17587,17588,great speech war veteran #iraq #war #profit #militari #invas,1
6797,6798,83 year old man still young enough teach sexism say women? #help,1
14965,14966,"meet wilmington peacekeepers, walk beauty. #cnv week action #peac #povey #climatea|",1
23251,23252,abota one root #whiteaustralianpolici au garbag prison uk #manifestdestini,1
18188,18189,defund aboion send #inaugur,1
26580,26581,2:30pmet: uk youth parliament #democraci &amp; . listen free app:,1
4831,4832,great aicl truth #trc needs. comment back needed. #indignen - via,1
22195,22196,#hispan &amp; a| like stomp you? listen #retweet #boricua #miamia|,1
7243,7244,pathet fallacy? infantil ? case anyon wonder whether brain prooa|,1
16001,16002,"#sikh #templ vandalis #calgary, #wso condemn act",1
11375,11376,reagan convinc ksa flood market drive oil price histor lows. a| #allahsoil #teambt #cnn,1
2963,2964,far #europ swing right? - #nyt #libcrib #uniteblu #fascism #trump #fear #ignor #hate,1
13289,13290,#hollywood present stereotype? #solidar #onelov,1
11852,11853,"no, we'r",1
16735,16736,black geniu v white supremaci miss action? #freemason taught lesson .,1
11423,11424,"sick liber think ok dictat think isra jew allow live, includ isra|",1
12064,12065,racist austin polic ofc cameron staff #cameronstaff #camstaff #officerstaff #acab #cowardcopsa|,1
7800,7801,book - endur conviction: fred korematsu &amp; quest #justic #humanright hta|,1
30181,30182,"*divers officer* state (among things) #killallwhitemen; yet, ""ethnic minor woman""a|",1
27858,27859,nobdi want 2 kiss #li #conaist #homophob #islamaphob #russianhack #nomand #traitor,1
21430,21431,mani #white #american actual believ chanc #peac w/ #sexualpred &amp; #altright helm. #moronsmatt,1
7458,7459,lock gate! #pamgelleheracist #mmiw #mmiwg,1
31262,31263,openli total #obama! #russia' graceless goodby america' first black president:,1
31667,31668,#dem need keep feed #narrative. #marxism,1
16741,16742,"nonsensical, hate-fil word-salad w/b funni sad.... #bigotri #notmypresident!",1
23911,23912,time #women got #physic #mcdonald d+-dd 1/4 #equal #garbagepailkid #allgrownup #assault #yay,1
12845,12846,"2016! would question #hillari like consid age, condit &amp; facta|",1
1108,1109,"happi A"" #lbgt family,but get incess thin veil gay minorities?",1
831,832,#rushlimbaugh incred obama impression. via,1
22511,22512,hmmm...sound familiar. held news coa|,1
28907,28908,video men woman bed without cloth nude mother son sex,1
6803,6804,"whine ""women much harder men, caus .""",1
19779,19780,ed op: 'a racist' enough - here',1
12336,12337,"care #cjreform? follow me: cover #deathpenalty, #juvenilejustice, #bailreform, #prosecutorialmisconduct, a|",1
26618,26619,obama/jarrett agenda destroy everyth good countri inflict even bit hate,1
10639,10640,black woman free kerala girl sex photo,1
8905,8906,reject news - latest #amwrit aicl,1
22140,22141,listen sam cook ridicul pack pavillion' help keep calm #breath #procrastin #shitshow,1
14008,14009,"dare speak rest canada, b/c one els dares, b/c massiv racist bulli anyon get fora|",1
31946,31947,omfg i'm offended! i'm mailbox i'm proud! #mailboxprid #liberalism,1
8124,8125,'racism w/out races': classifi human race biggest mistak histori science. racea|,1
16387,16388,put big girl panti pandi ass,1
19210,19211,"say make mediocr videos, way flattering. though?",1
8515,8516,"""the die light"" villag green/towna2 #antisemit #hocoschool #columbiamd #hocomd",1
14219,14220,#peopl protest #trump #republican won-they trump fuher &amp;a|,1
15011,15012,commerci show inter-raci coupl attack #amerikkka suppoer,1
9081,9082,noth #human #cruel #bitter #sociopath soul fled #fugli #lunatic.,1
13026,13027,irrit like new-#ghostbust hater indisput intrus indec imitations. #misogynist #whiner,1
26681,26682,#wtf racism then? would done white mother? proof group isa|,1
15523,15524,white-skin woman' unfair experi india! via,1
24344,24345,"#korean &amp; joseon peopl japan, abus claim right rough demo. #algona",1
27256,27257,"care use term -s - tweet it, almosta|",1
31603,31604,girl get fuck bondag leather girl,1
31178,31179,time realiz we'v done: #hate #exploitation! read america' history!,1
16573,16574,#hispan &amp; feel like stomp you? listen #retweet #boricua #miami #newyork #losangel,1
25616,25617,#black &amp; feel like a|on you? listen #retweet #tampa #miami #newyorka|,1
13022,13023,lame duck lame dick,1
19220,19221,#allahsoil ita u consum hold medium account #teambt #2016ina|,1
22780,22781,america: 'kill obama' #muslim welcom here' sign new mexico draw critic #islamaphobia,1
22851,22852,"#sikh #templ vandalis #calgary, #wso condemn act",1
19033,19034,"#hispan #black #asian non-racist white, minor serv militari power #cnn #msnbc #retweet",1
24192,24193,let 2017 #newyear #america chop #obes ..knock &amp; #prejudic pride..mak better &amp; enjoy #lifestyl,1
25638,25639,"#stloui still need help. think he' survived. need get office, asap. #fergusona|",1
8505,8506,classic ! yet jewish bastard wonder sooo hate world.,1
28561,28562,pleas #america # #timwis lectur - #colorblind via #trendol #historicalamnesia,1
12407,12408,stay course! #loser never win dinosaur #thefutur belong u #nofear go back! #inferioritycomplex,1
17963,17964,bout play game lol,1
9873,9874,#good #bolt job disadvantag white privileg calmli educ white peopl aboua|,1
24918,24919,sea shepherd suppoer racist! #antirac #seashepherd,1
25501,25502,sea shepherd suppoer racist! #antirac #seashepherd,1
8604,8605,#gover #left #womensrighttochoos #drink #femin #hillari #trump #discrimin #obama,1
5494,5495,latest knit clio daily! thank #twittea|,1
20971,20972,areclueless buddi regard long stand american policy. comment reflect ignor,1
20787,20788,"#allahsoil death caus islam extrem occur civil wars, terror attacks.",1
21121,21122,#u ambassador say #zionism form #israelisettl #illegalisraelisettl #terror,1
30793,30794,drunk ladi fall heater #pubfrict &amp; indian friend tri help thrown out. #houston #midtown,1
24902,24903,sexism may harm men' mental health...#men #woman,1
2175,2176,sea shepherd suppoer racist! #antirac #seashepherd,1
1247,1248,#potu white he'd still worst presid ever like presid ever. #trump #israel #happynewyear,1
23878,23879,innoc . #80snostalgia i'd love gollybar said everi irish kid ever.,1
12676,12677,"no, jissu man, pple wait festiv period upset others. rightfully, outrag whenea|",1
9462,9463,might libtard if... #libtard #sjw #liber #polit,1
14272,14273,.@user disgust wohless pig human being...assum human. go play traffic.,1
10729,10730,"content: #abuse, #pedophilia, #stalking, #harassment, #gaslighting, #ableism, , #threats, #suicide, #nsfw, #self harma|",1
8247,8248,"student 89/90 #gay bar stood next white man said ""i pakis"" #jeremyjoseph #lgbt",1
17315,17316,#mud #radio2 #songword #showmeyoureawoman #omg anyon listen word seventi classic #signofthetim,1
13817,13818,#trump ld church stand for? knew? #adulteri #misogyni #bigotri #incest #pedophilia #rape,1
5431,5432,ita official: hate breed hate #prejudic #parent,1
26284,26285,"one #proudtobeanamerican moment hanniti respond , semi-retard",1
18838,18839,one requir job u president: male #stillwithh #hillaryclinton #neverumpa|,1
3167,3168,.@user douchebag. like dad! #asshol #rapist #pedophil #evil #satanist,1
16855,16856,"""racism muslim societies"" dr. eren tasar #teach #islam #sblaar16",1
19589,19590,type trash trump paladino attract. #dumbfuck,1
19385,19386,white girl sex black guy best world sex,1
11577,11578,need aicl like posit narr .,1
16652,16653,snatch wig jame brown head &amp; get !,1
10443,10444,latest equal echo! thank #equal,1
7768,7769,scar left u waim camp mt,1
17708,17709,#feminismiscanc #feminismisterror #feminismmuktbharat #malevot ignor,1
27505,27506,24hr pass &amp; i'm still angri d(c) coher talk it.,1
21527,21528,"a!i, a#charlespaladino' comment spark call #resignationa",1
23346,23347,#supremec made imposs challeng #systemicrac #scotu #kaepernick #stereotyp,1
17621,17622,"that' harsh, even post #brexit, #xenophobia, times. next, chariti call send bugga|",1
14964,14965,#allahsoil uae host innov architectur world. a| a|,1
29869,29870,"good afternoon sweety! send letter ai,",1
1463,1464,tyler perri claim arevers racisma critic tlc seri #tyler #perri #claim #revers #criticsa|a|,1
11363,11364,dull british .,1
15525,15526,clear we'r crisi #compass country. it? read,1
10255,10256,girl walk #starbuck refus let serv i'm white guy? whoa hey,1
24185,24186,"kind peopl need eras eah'' surfac -_- ,",1
29198,29199,#black &amp; feel like stomp a| you? listen #retweet #tampa #miamia|,1
5091,5092,"trump lackey carl palladino th get mate betwn pig &amp; hyena &amp; iq slug. apolog pigs, hyea|",1
5037,5038,family' horribl attack #thegreenpalmcottag #plettenburgbay #westerncap thyini thiza! want ta|,1
12705,12706,#intrumpsamerica extend hand &amp; unit merica unprecedented! #rapist #egomaniac,1
20553,20554,opinion: rife #lgbt community. #gay peopl can't demand equal discrimin,1
17323,17324,racism home anti- advic others: we'r good both.,1
7631,7632,critic threaten boycott simon &amp; schuster milo yiannopoulo book deal | huffington post,1
5941,5942,woman need arrest prosecut encourag rape anoth race #depoat,1
22776,22777,might libtard if... #libtard #sjw #liber #polit,1
22178,22179,"lesson history, choos carefully; main l. king / malcolm x :: reconcili / vengeanc #blacklivesmatt #lga|",1
25545,25546,travel #canuck game sad disappoint #oiler fan sad can't cheer team .,1
12826,12827,white: good dark: bad ita twist version thata make india racist people!,1
14371,14372,might libtard if... #libtard #sjw #liber #polit,1
526,527,anti racist codeword antiwhit asia asian africa african white countri everyona|,1
20732,20733,go fuck yo asshol dumb mafuckas!!! ddd,1
8527,8528,"one leav eah, piec shit!",1
21624,21625,#cctv appeal horrif attack #norrisgreen,1
9688,9689,a| #black &amp; feel like stomp you? listen #retweet #tampa #miamia|,1
